0, GPU-a455e61c-8dc7-8df5-4130-9f82faf18cc9, NVIDIA A40, 46068, 335, 45154, 0, 0, [N/A]
1, GPU-02e982b7-d7af-d91f-5aa5-d72083884148, NVIDIA A40, 46068, 335, 45154, 0, 0, [N/A]
